TesterID:	Maccor#2				
Channel Number:	49				
TestName:	KAI_Zelltest_regulaer_fix_no_degass.000				
TestDesc:	Regular cycling: formation, followed by pulse, C-rate quick charge and cycling t				
StartDateTime:	44888,6422697338				
Comment:					
					
					
Cycle	AH-IN	AH-OUT	WH-IN	WH-OUT	Date
0		5,3843E-8		9,57038964467925E-9	44889,4548918171
1	0,525695997603	0,44429712693	1,960860383198	1,62967364513	44889,8965012269
2	0,448209066682	0,446504843067	1,686597973791	1,637729443514	44890,3112644329
3	0,464613298764	5,5326E-8	1,753487534765	1,81908E-7	44890,804306794
4	1,27158515805803E-13	4,7896E-8	4,7873284543386E-13	1,59643E-7	44891,1131450231
5	0,451931175318	0,449654243311	1,717703892343	1,647914631204	44891,3840510185
6	0,449855548416	0,44813143596	1,710347093515	1,641662143165	44891,661394537
7	0,448326190884	0,446782153786	1,704930567532	1,636291333885	44891,9387225
8	0,446954353469	0,320519763007	1,700026006838	1,149833023951	44892,1247192477
9	0,321184033611	0,310457902752	1,248861992341	1,113262890233	44892,2742923958
10	0,310478142647	0,302184928628	1,209610459202	1,083179388417	44892,4205901968
11	0,302225339119	0,075134084082	1,179339505242	0,264706311457	44892,541265
12	4,68599E-7	0,045905976588	1,86748E-6	0,157662367887	44892,5572356019
13	0,121504376277	0,075599095356	0,495516146367	0,266634815751	44892,6231307986
14	4,83812E-7	0,36501031571	1,92753E-6	1,307188144879	44892,7352633681
15	0,439508498009	0,439551061684	1,673346632571	1,608250518678	44893,0096759954
16	0,439962532778	5,2558E-8	1,67500358473	1,73385E-7	44893,2924410995
17	0,372959069658	0,348625861627	1,439294504169	1,256120056819	44893,4266920023
18	0,350790609705	0,331935216832	1,35219786838	1,19864819506	44893,5613458912
19	0,333308279282	0,323295799256	1,285236541609	1,168682097792	44893,7014041319
20	0,291642757002	0,229501143976	1,150323832094	0,825675456553	44893,7901260069
21	0,223602259032	0,196657712443	0,884968787524	0,706055242715	44893,8669612384
22	0,186835888917	5,2995E-8	0,741983173317	1,68783E-7	44893,9420971065
23	1,27158515805803E-14	0,141101478815	4,80596517585099E-14	0,496075487165	44894,1567974537
24	0,288169463301	0,243208726107	1,141120591798	0,869724597707	44894,252298831
25	0,245611428081	0,247119776383	0,980182190505	0,885231337279	44894,3352005208
26	0,248398614061	0,249146413541	0,989798258597	0,893378323197	44894,4173394097
27	0,250016983793	0,250071164309	0,995283378452	0,897411158855	44894,4993801505
28	0,250499529445	0,250293326766	0,996605306232	0,898809838026	44894,5809934722
29	0,250655664198	0,250360566281	0,996803669735	0,899555988146	44894,6623109838
30	0,250727239692	0,250275345067	0,996775471487	0,899652949617	44894,7436743518
31	0,250497923762	0,250106069955	0,995632316813	0,899396095409	44894,8246904282
32	0,250324656643	0,249841294987	0,994744223751	0,898719504108	44894,9056083333
33	0,249996316491	0,249593297732	0,993292518402	0,898081210724	44894,9862349653
34	0,249752334901	0,249329773577	0,99219846744	0,89732794916	44895,0668124537
35	0,249490108803	0,249123170237	0,991062950733	0,896773389949	44895,1473354282
36	0,249250703979	0,248891946886	0,990018056863	0,896085141898	44895,2278011574
37	0,248970305853	0,248687855563	0,988816176949	0,895488964106	44895,3079424769
38	0,248825742736	0,248494100531	0,988104758389	0,894901537215	44895,388079213
39	0,248578874178	0,248264185431	0,98711401951	0,894152023952	44895,4682346412
40	0,248310915754	0,248021402738	0,985987120789	0,893360710731	44895,5481815856
41	0,248148630436	0,247831467122	0,985303396781	0,89273643987	44895,6283982176
42	0,247845845719	0,247606808544	0,984049756472	0,891989194288	44895,7083065741
43	0,247691107011	0,247414306234	0,983394904089	0,891328040382	44895,7882484954
44	0,247450492325	0,247199955549	0,982380662219	0,890589833866	44895,8680473611
45	0,247244891014	0,246951893869	0,981537209443	0,88972383313	44895,9478798264
46	0,246950706547	0,246706484928	0,980342661108	0,888873743404	44896,0275291319
47	0,246682227587	0,24641583532	0,979239281503	0,887822386713	44896,106999294
48	0,246470136966	0,246206604247	0,978383278808	0,887071396923	44896,1865828935
49	0,246191619896	0,245976670709	0,977249122811	0,886237326167	44896,2661103819
50	0,246103588351	0,245928881572	0,976875321146	0,886032908478	44896,3456923727
51	0,245815480095	0,245666699576	0,975656030514	0,885125312186	44896,4249376505
52	0,245722032068	0,245538816466	0,97527443866	0,884668099333	44896,5043838079
53	0,245557019089	0,245822783897	0,974589007227	0,886241744997	44896,5840736806
54	0,245814479115	0,245165576767	0,975448617642	0,883301148469	44896,6634634606
55	0,245155337612	0,244952385132	0,972922462239	0,882517555518	44896,7426690278
56	0,244991478714	0,244792258652	0,972268292117	0,881898753885	44896,8219761458
57	0,244750713549	0,244571383887	0,971274688672	0,881110734411	44896,9011103125
58	0,244525772761	0,244351821608	0,970356144896	0,880283553937	44896,9801527662
59	0,244296745303	0,244089626896	0,96943396011	0,879286909134	44897,0591351042
60	0,244070621068	0,24387520373	0,968509551705	0,87849566797	44897,1380942014
61	0,243894284494	0,243636248508	0,967822425499	0,877579678137	44897,2171311343
62	0,243556152995	0,243322342665	0,966468252617	0,876412366532	44897,2959836343
63	0,243274897229	0,243114417937	0,965343534349	0,875646074842	44897,3748623495
64	0,24308284457	0,242943950926	0,964562523454	0,874998996366	44897,4536145949
65	0,242941526333	0,242730797862	0,963952723735	0,874202912369	44897,5324115741
66	0,242653565836	0,242497026679	0,962830748587	0,873308228523	44897,6110892245
67	0,242439520002	0,242348450432	0,961978694378	0,872764301173	44897,6896670023
68	0,234994805854	0,238318562047	0,930708379268	0,858023252731	44897,7542775347
69	0,245015647126	0,241692351276	0,971748378539	0,87024768791	44897,8340870949
70	0,241973070226	0,241639351183	0,960107683164	0,87007644157	44897,9129552778
71	0,24167846937	0,241583818939	0,958916284313	0,869875653095	44897,991451088
72	0,241589453096	0,241506311372	0,958530169329	0,869562256416	44898,0699143056
73	0,241488665116	4,7273E-8	0,958092137771	1,6506E-7	44898,1552381018
74	1,33516441596094E-13	0,13568988667	5,04018054844454E-13	0,477358494276	44898,3431815625
75	0,269357995141	0,239730348155	1,061957143769	0,862641492059	44898,4315396528
76	0,241641281438	0,239096155866	0,958166537062	0,860590127185	44898,5110279861
77	0,239810750222	0,238910153476	0,951171274328	0,85993399719	44898,5894721065
78	0,239303833631	0,238805498415	0,949240220583	0,859507646123	44898,6676187384
79	0,238984798755	0,238646633137	0,947987160319	0,858900239702	44898,7455259491
80	0,238806823576	0,23857436874	0,94728301337	0,858632916504	44898,8232758681
81	0,238651109295	0,238469700327	0,946698383299	0,858203213371	44898,9009238542
82	0,238539283735	0,238414146891	0,946258425007	0,857960490046	44898,978515706
83	0,238485383203	0,238354746487	0,946045323602	0,857689366531	44899,0562393518
84	0,238370948666	0,238312121257	0,945581511134	0,857485979416	44899,1338166088
85	0,238333213126	0,238261755039	0,945417184135	0,857257329398	44899,2114317477
86	0,238280894433	0,238206209869	0,945212050815	0,857000154864	44899,2890705093
87	0,238175881512	0,238185534107	0,944772335269	0,85689051631	44899,3665604398
88	0,238223819558	0,23817393068	0,944940060032	0,856793515188	44899,4441432755
89	0,238176147707	0,238189444232	0,944733431088	0,856790968133	44899,5216314699
90	0,23820398132	0,238166143917	0,944783321803	0,856648203458	44899,5991657407
91	0,238186339564	0,238153212318	0,944708361342	0,856561897849	44899,6768114699
92	0,238122360733	0,238110629477	0,944440269709	0,856328590628	44899,7544079861
93	0,238014570183	0,237995653805	0,944005136832	0,85590448213	44899,8319120255
94	0,237934048662	0,237933667846	0,943675259566	0,855625107065	44899,9093070255
95	0,237898466378	0,237832945374	0,943544101651	0,855204996516	44899,9868216667
96	0,237792734426	0,237814819987	0,943112852965	0,855101425839	44900,0642516204
97	0,237776296007	0,237763205285	0,943023939238	0,854864751994	44900,1416705093
98	0,237737519806	0,237699893696	0,942865916143	0,854570946772	44900,2191428125
99	0,237682775541	0,237688235802	0,942645798791	0,854488887428	44900,2966422569
100	0,237655569562	0,237650800971	0,942516529707	0,854313506907	44900,3741740278
101	0,23763949995	0,237623703279	0,942447492771	0,854152485657	44900,451794919
102	0,237563411664	0,237571988972	0,942128865504	0,853934795058	44900,5293174653
103	0,237534503003	0,237529380273	0,942002643373	0,853715106958	44900,6068831018
104	0,237475199807	0,237475165602	0,941756296664	0,853473245359	44900,6843458912
105	0,237411550702	0,237427358028	0,941497041756	0,85323914942	44900,7617806366
106	0,23745885966	0,237418302012	0,941686361571	0,853157637591	44900,839495463
107	0,237358573009	0,237409282234	0,941275087447	0,853079004638	44900,9170604282
108	0,237364024213	0,237373066004	0,941285684099	0,852904063038	44900,994656956
109	0,237290617503	0,237335641346	0,940977262366	0,852722244412	44901,0720777546
110	0,237314738296	0,237303349653	0,94105977798	0,852540631573	44901,1496182986
111	0,237262757703	0,237264625648	0,940844990844	0,852350834754	44901,2271770718
112	0,237245477495	0,237250366302	0,94076906188	0,852249862344	44901,3048327199
113	0,237197689402	0,237216807687	0,94056015511	0,852092277117	44901,3824423843
114	0,237158778943	0,237181910728	0,940404014489	0,851918330814	44901,4600115509
115	0,237154879677	0,237157397959	0,940374152131	0,851772478854	44901,5376122569
116	0,237133596732	0,237103110173	0,940290440571	0,851528079737	44901,6153068287
117	0,236979823611	0,237038552854	0,939656795972	0,851253055441	44901,6927413079
118	0,237050265261	0,237023091015	0,939942177236	0,851132804545	44901,7703858681
119	0,236970380119	0,23698690488	0,939617218192	0,850938136537	44901,8479696412
120	0,236966346558	0,236981717023	0,939594802876	0,850869592379	44901,9256228704
121	0,23691482519	0,236936501151	0,939374732298	0,850658220846	44902,0032227662
122	0,236897823463	0,236919735512	0,939304859748	0,850553680676	44902,0809265972
123	0,236836757928	0,236887494683	0,939039600278	0,850402264184	44902,1584431018
124	0,23684114259	5,4903E-8	0,93904100361	1,91404E-7	44902,2430330093
125	0,235252951719	0,059811013073	0,915272737576	0,240468518857	44902,3451071181
