TesterID:	Maccor#2														
Channel Number:	57														
TestName:	KAI_Zelltest_regulaer_fix_no_degass.000														
TestDesc:	Regular cycling: formation, followed by pulse, C-rate quick charge and cycling t														
StartDateTime:	44776,6644853472														
Comment:															
															
									Charge			Discharge			
Cycle	AH-IN	AH-OUT	WH-IN	WH-OUT	ACR	DCIR	V1_Start	V1_End	V1_Min	V1_Max	V1_Start	V1_End	V1_Min	V1_Max	Date
0		2,65556E-7		6,5353E-8	0	0					-0,000708545907400548	-0,000708545907400548	-0,000708545907400548	-0,000550273398403078	44778,6663172222
1	0,49968652636	0,417282478936	1,874034516817	1,509778526246	0	0	-0,000708545907400548	-0,000866818358190358	-0,00102509092539549	-0,000392000889405608	-0,000708545907400548	-0,000708545907400548	-0,00102509092539549	-0,000550273398403078	44779,0841700463
2	0,420154626237	0,419543150301	1,587647324271	1,517716360672	0	0	-0,00102509092539549	-0,00102509092539549	-0,00102509092539549	-0,000550273398403078	-0,000866818358190358	-0,000866818358190358	-0,0011833633761853	-0,000550273398403078	44779,475712963
3	0,45132550171	1,6934E-7	1,715018439143	5,45541E-7	0	0	-0,00102509092539549	-0,000708545907400548	-0,00102509092539549	-0,000550273398403078	-0,000708545907400548	-0,000708545907400548	-0,0011833633761853	-0,000392000889405608	44779,9699803472
4	2,73390808982478E-13	1,52165E-7	1,03856889987309E-12	4,95322E-7	0,109766609967	0,261939764023	-0,000708545907400548	-0,000866818358190358	-0,00102509092539549	-0,000708545907400548	-0,000866818358190358	-0,000866818358190358	-0,0011833633761853	-0,000550273398403078	44780,2954597222
5	0,440266845365	0,438447296908	1,68837831027	1,585798630471	0,109766609967	0,261939764023	-0,000866818358190358	-0,000708545907400548	-0,0011833633761853	-0,000550273398403078	-0,000866818358190358	-0,000708545907400548	-0,0011833633761853	-0,000550273398403078	44780,5747273495
6	0,439514000638	0,437848577191	1,684190111998	1,583856105535	0,109766609967	0,261939764023	-0,000708545907400548	-0,000708545907400548	-0,0011833633761853	-0,000550273398403078	-0,000866818358190358	-0,000708545907400548	-0,00102509092539549	-0,000392000889405608	44780,8590504861
7	0,426783818417	0,425118377589	1,630915453631	1,533642970272	0,109766609967	0,261939764023	-0,000708545907400548	-0,00102509092539549	-0,00102509092539549	-0,000550273398403078	-0,000866818358190358	-0,000866818358190358	-0,0011833633761853	-0,000550273398403078	44781,1148612616
8	0,436771945084	0,392021040517	1,673155468161	1,366919375764	0,109766609967	0,261939764023	-0,000708545907400548	-0,000866818358190358	-0,00102509092539549	-0,000550273398403078	-0,00102509092539549	-0,000866818358190358	-0,0011833633761853	-0,000550273398403078	44781,3143994444
9	0,38923002709	0,389455407021	1,501719089719	1,358264644892	0,109766609967	0,261939764023	-0,000866818358190358	-0,000866818358190358	-0,00102509092539549	-0,000550273398403078	-0,000866818358190358	-0,000708545907400548	-0,00102509092539549	-0,000550273398403078	44781,4888919907
10	0,393787118001	0,392678479922	1,51974570779	1,36985161881	0,109766609967	0,261939764023	-0,000866818358190358	-0,000866818358190358	-0,00102509092539549	-0,000392000889405608	-0,000708545907400548	-0,000708545907400548	-0,00102509092539549	-0,000550273398403078	44781,6745248958
11	0,393277833111	0,274618348102	1,517632523473	0,9268533109	0,109766609967	0,261939764023	-0,000708545907400548	-0,000866818358190358	-0,00102509092539549	-0,000392000889405608	-0,000866818358190358	-0,000708545907400548	-0,00102509092539549	-0,000392000889405608	44781,8369852662
12	0,275260690111	0,272750583638	1,084609077071	0,922331470639	0,109766609967	0,261939764023	-0,000866818358190358	-0,000866818358190358	-0,0011833633761853	-0,000550273398403078	-0,000708545907400548	-0,000708545907400548	-0,00102509092539549	-0,000392000889405608	44781,9650167824
13	0,273064578016	0,271639737229	1,076252981731	0,918221890924	0,109766609967	0,261939764023	-0,000866818358190358	-0,000708545907400548	-0,00102509092539549	-0,000550273398403078	-0,000866818358190358	-0,000708545907400548	-0,00102509092539549	-0,000550273398403078	44782,0923245602
14	0,271949684494	0,430906433533	1,072031255977	1,560455198549	0,109766609967	0,261939764023	-0,000708545907400548	-0,000866818358190358	-0,00102509092539549	-0,000550273398403078	-0,000866818358190358	-0,000708545907400548	-0,0011833633761853	-0,000550273398403078	44782,3229464236
15	0,431552037667	0,432178052374	1,651038413119	1,565578730037	0,109766609967	0,261939764023	-0,000866818358190358	-0,000550273398403078	-0,00102509092539549	-0,000550273398403078	-0,00102509092539549	-0,000708545907400548	-0,00102509092539549	-0,000550273398403078	44782,5984502894
