TesterID:	Maccor#2				
Channel Number:	33				
TestName:	KAI_Zelltest_regulaer_fix_no_degass.000				
TestDesc:	Regular cycling: formation, followed by pulse, C-rate quick charge and cycling t				
StartDateTime:	44911,5879584028				
Comment:					
					
					
Cycle	AH-IN	AH-OUT	WH-IN	WH-OUT	Date
0		4,1332E-8		4,06881832457612E-11	44912,5880828472
1	0,92999828727	5,7651E-8	3,341548444331	2,04491E-7	44913,0466140278
2	1,238802629566	6,6546E-8	4,535894224177	2,41888E-7	44913,3800920602
3	1,238802511121	8,6043E-8	4,533569807258	3,13729E-7	44913,7135747338
4	0,456772197233	0,340550786653	1,798916404337	1,222736695496	44913,8531610764
5	0,400829953445	0,384430688621	1,534468028382	1,392235014444	44914,0064241204
6	0,390848117437	0,388122238475	1,491536841651	1,406804861915	44914,1597812269
7	0,366826051219	0,355055631467	1,427201520989	1,278395849231	44914,2856564931
8	0,352565966299	0,336031029858	1,369498380152	1,209746124609	44914,4057726157
9	0,332640518946	8,0327E-8	1,294265265796	2,44945E-7	44914,5270516667
10	5,72213321126116E-14	0,230229097632	2,14475582244117E-13	0,808065661116	44914,7967568981
11	0,400759438219	0,388153874133	1,551325345286	1,398787523571	44914,9073821296
12	0,389369757917	0,385830157382	1,51003965959	1,39025720483	44915,0149543518
13	0,386556704236	0,383648528193	1,499282431455	1,382258721303	44915,1220381481
14	0,38416452772	0,381536784474	1,490213898736	1,374544549746	44915,2287363657
15	0,382280789416	0,379696124482	1,483241712749	1,367689632847	44915,3357026273
16	0,380076346678	0,377679995704	1,474662583609	1,360358748454	44915,4425122917
17	0,378250221329	0,375943923382	1,468028176165	1,353993397886	44915,5491976273
18	0,376724513197	0,374480571954	1,46252767526	1,348539693249	44915,6561159375
19	0,374697150584	0,37271359566	1,454806283605	1,342058108844	44915,7620318287
20	0,373313186861	0,371330221645	1,449743483015	1,3369614734	44915,8685262384
21	0,371582736043	0,369776430841	1,443301440169	1,33123399958	44915,974351794
22	0,370201352234	0,368452470153	1,438264461628	1,326344076734	44916,080619537
