TesterID:	Maccor#2														
Channel Number:	57														
TestName:	KAI_Zelltest_regulaer_fix_no_degass_flag.000														
TestDesc:	Regular cycling: formation, followed by pulse, C-rate quick charge and cycling t														
StartDateTime:	45007,442997037														
Comment:															
															
									Charge			Discharge			
Cycle	AH-IN	AH-OUT	WH-IN	WH-OUT	ACR	DCIR	V1_Start	V1_End	V1_Min	V1_Max	V1_Start	V1_End	V1_Min	V1_Max	Date
0		1,28013E-7		3,2932E-8	0	0					-0,000866818358190358	-0,00102509092539549	-0,00102509092539549	-0,000866818358190358	45007,6097822917
1	0,508604696574	0,434592332901	1,892925389091	1,593129654006	0	0	-0,00102509092539549	-0,000708545907400548	-0,00134163582697511	-0,000550273398403078	-0,0011833633761853	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	45008,0393849074
2	0,438017046616	0,434758186325	1,645730276196	1,594446063679	0	0	-0,000866818358190358	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	-0,000866818358190358	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	45008,4443178704
3	0,449814578634	1,45392E-7	1,694436429012	4,68466E-7	0	0	-0,000866818358190358	-0,000866818358190358	-0,0011833633761853	-0,000550273398403078	-0,00102509092539549	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	45008,9215071065
4	5,02276137432924E-13	1,44747E-7	1,8850117309576E-12	4,7057E-7	0,043613262475	0,127711623907	-0,000866818358190358	-0,00102509092539549	-0,00102509092539549	-0,000708545907400548	-0,000866818358190358	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	45009,2184062616
5	0,440034390979	0,437793461815	1,666201716078	1,606722657254	0,043613262475	0,127711623907	-0,00102509092539549	-0,000866818358190358	-0,0011833633761853	-0,000550273398403078	-0,000866818358190358	-0,000866818358190358	-0,0011833633761853	-0,000550273398403078	45009,4767274537
6	0,438277060718	0,436378357731	1,659282539538	1,601821585341	0,043613262475	0,127711623907	-0,00102509092539549	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	-0,000866818358190358	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	45009,7407852431
7	0,436940561947	0,43537611848	1,654005026839	1,59832990131	0,043613262475	0,127711623907	-0,000866818358190358	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	-0,00102509092539549	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	45010,0040563194
8	0,435788198703	0,412880933594	1,649408853148	1,489599513658	0,043613262475	0,127711623907	-0,00102509092539549	-0,000708545907400548	-0,0011833633761853	-0,000708545907400548	-0,00102509092539549	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	45010,1865619907
9	0,413388572717	0,411323288194	1,571660275533	1,484265177998	0,043613262475	0,127711623907	-0,000866818358190358	-0,00102509092539549	-0,00134163582697511	-0,000708545907400548	-0,000866818358190358	-0,000866818358190358	-0,0011833633761853	-0,000550273398403078	45010,362740544
10	0,411707137787	0,410115596168	1,56535680274	1,480063629841	0,043613262475	0,127711623907	-0,000866818358190358	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	-0,00102509092539549	-0,0011833633761853	-0,0011833633761853	-0,000708545907400548	45010,5380559259
11	0,410577062855	0,328499427676	1,561115591841	1,161297544423	0,043613262475	0,127711623907	-0,000866818358190358	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	-0,000708545907400548	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	45010,6911057986
12	0,328927045612	0,326052995536	1,270116600571	1,154058991721	0,043613262475	0,127711623907	-0,000866818358190358	-0,00102509092539549	-0,0011833633761853	-0,000550273398403078	-0,00102509092539549	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	45010,8215315278
13	0,32649930955	0,322800569145	1,261089296396	1,143004527938	0,043613262475	0,127711623907	-0,000866818358190358	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	-0,000866818358190358	-0,00102509092539549	-0,0011833633761853	-0,000550273398403078	45010,9513178588
14	0,323084756625	0,426174046089	1,248450333431	1,565739247405	0,043613262475	0,127711623907	-0,000866818358190358	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	-0,000866818358190358	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	45011,2216643056
15	0,426477023192	0,426864798479	1,61407951669	1,568329711653	0,043613262475	0,127711623907	-0,000866818358190358	-0,000866818358190358	-0,00134163582697511	-0,000708545907400548	-0,00102509092539549	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	45011,4785025116
16	0,427171397588	1,35211E-7	1,616367650802	4,31104E-7	0,043613262475	0,127711623907	-0,0011833633761853	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	-0,00102509092539549	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	45011,7425609028
17	0,374051749991	0,374509009029	1,423433505306	1,355781496616	0,043613262475	0,127711623907	-0,000866818358190358	-0,000866818358190358	-0,00134163582697511	-0,000708545907400548	-0,00102509092539549	-0,00102509092539549	-0,0011833633761853	-0,000550273398403078	45011,8838697106
18	0,373660355022	0,373716033059	1,421648454256	1,352588223505	0,043613262475	0,127711623907	-0,000866818358190358	-0,000708545907400548	-0,0011833633761853	-0,000708545907400548	-0,000866818358190358	-0,00102509092539549	-0,0011833633761853	-0,000550273398403078	45012,0318130324
19	0,373337448051	0,373204858161	1,420210668414	1,35061389986	0,043613262475	0,127711623907	-0,000866818358190358	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	-0,000866818358190358	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	45012,1795919097
20	0,346709514072	0,335734148848	1,346767037668	1,207435400513	0,043613262475	0,127711623907	-0,000866818358190358	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	-0,0011833633761853	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	45012,2993624653
21	0,334841596608	0,322998138525	1,300606307219	1,162407502443	0,043613262475	0,127711623907	-0,00102509092539549	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	-0,00102509092539549	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	45012,4151780093
22	0,322356257581	1,28437E-7	1,252661643478	3,93962E-7	0,043613262475	0,127711623907	-0,00102509092539549	-0,0011833633761853	-0,0011833633761853	-0,000708545907400548	-0,000866818358190358	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	45012,5346851389
23	2,09811551079576E-13	0,222604054892	7,85594565948786E-13	0,781269192404	0,044525485486	0,111822485924	-0,000866818358190358	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	-0,000866818358190358	-0,000866818358190358	-0,0011833633761853	-0,000550273398403078	45012,7944132407
24	0,394587556784	0,386988810513	1,522661596265	1,398659152311	0,044525485486	0,111822485924	-0,00102509092539549	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	-0,000708545907400548	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	45012,8965404051
25	0,387280990237	0,385986461262	1,497269761831	1,395139923247	0,044525485486	0,111822485924	-0,00102509092539549	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	-0,00102509092539549	-0,000866818358190358	-0,0011833633761853	-0,000550273398403078	45012,9976127083
26	0,386237672757	0,385113317356	1,493357333657	1,392045833978	0,044525485486	0,111822485924	-0,00102509092539549	-0,000708545907400548	-0,0011833633761853	-0,000708545907400548	-0,00102509092539549	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	45013,0984000231
27	0,385331200757	0,384290550898	1,489992064192	1,389090458669	0,044525485486	0,111822485924	-0,000866818358190358	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	-0,00102509092539549	-0,00102509092539549	-0,0011833633761853	-0,000550273398403078	45013,1988953704
28	0,384528128315	0,383544013003	1,487048257724	1,386418887118	0,044525485486	0,111822485924	-0,00102509092539549	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	-0,000866818358190358	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	45013,29931
29	0,383722839489	0,382801254471	1,484084002842	1,383751142435	0,044525485486	0,111822485924	-0,000866818358190358	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	-0,000866818358190358	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	45013,3995133218
30	0,382986933977	0,382094746286	1,48136183926	1,38119459365	0,044525485486	0,111822485924	-0,00102509092539549	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	-0,000866818358190358	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	45013,4995344444
31	0,382290525456	0,381447653133	1,478815401628	1,378847203709	0,044525485486	0,111822485924	-0,00102509092539549	-0,0011833633761853	-0,0011833633761853	-0,000708545907400548	-0,000866818358190358	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	45013,599430787
32	0,381613588089	0,380809547332	1,476325942985	1,376574563869	0,044525485486	0,111822485924	-0,000866818358190358	-0,000708545907400548	-0,0011833633761853	-0,000708545907400548	-0,000866818358190358	-0,0011833633761853	-0,0011833633761853	-0,000708545907400548	45013,6992396528
33	0,380986967062	0,380168921035	1,474032317353	1,374270996992	0,044525485486	0,111822485924	-0,00102509092539549	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	-0,000866818358190358	-0,000866818358190358	-0,00134163582697511	-0,000550273398403078	45013,7989515625
34	0,380317992034	0,379585117007	1,471587595717	1,372165870785	0,044525485486	0,111822485924	-0,00102509092539549	-0,000708545907400548	-0,0011833633761853	-0,000708545907400548	-0,000866818358190358	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	45013,8984733449
35	0,379779144469	0,379009030862	1,469629796066	1,370111522574	0,044525485486	0,111822485924	-0,000866818358190358	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	-0,00102509092539549	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	45013,9980409028
36	0,379129752348	0,378470455844	1,46723436447	1,368197116835	0,044525485486	0,111822485924	-0,00102509092539549	-0,000866818358190358	-0,0011833633761853	-0,000550273398403078	-0,00102509092539549	-0,000708545907400548	-0,0011833633761853	-0,000708545907400548	45014,0973991667
37	0,378623820185	0,377911157803	1,465384261511	1,366206806289	0,044525485486	0,111822485924	-0,000866818358190358	-0,00102509092539549	-0,0011833633761853	-0,000550273398403078	-0,0011833633761853	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	45014,1967005671
38	0,378063124832	0,377381549368	1,463311152911	1,364296167143	0,044525485486	0,111822485924	-0,00102509092539549	-0,000866818358190358	-0,0011833633761853	-0,000550273398403078	-0,000866818358190358	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	45014,2958807407
39	0,377509415823	0,37688562268	1,461277452872	1,362544817926	0,044525485486	0,111822485924	-0,000866818358190358	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	-0,00102509092539549	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	45014,3949248958
40	0,377029375306	0,376414142853	1,459492119776	1,360851794987	0,044525485486	0,111822485924	-0,00102509092539549	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	-0,000866818358190358	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	45014,4938547685
41	0,376579982387	0,375964649795	1,457838372793	1,359225845483	0,044525485486	0,111822485924	-0,000866818358190358	-0,000866818358190358	-0,0011833633761853	-0,000550273398403078	-0,000866818358190358	-0,0011833633761853	-0,00134163582697511	-0,000708545907400548	45014,5927364815
42	0,376091365786	0,375499694048	1,456036836522	1,357548596223	0,044525485486	0,111822485924	-0,000866818358190358	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	-0,00102509092539549	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	45014,6914913889
43	0,375633337241	0,375056644531	1,454362438164	1,355971508531	0,044525485486	0,111822485924	-0,000866818358190358	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	-0,000866818358190358	-0,00102509092539549	-0,0011833633761853	-0,000550273398403078	45014,7902370718
44	0,375127125683	0,374598040988	1,452456622599	1,35430790635	0,044525485486	0,111822485924	-0,00102509092539549	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	-0,00102509092539549	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	45014,8885792245
45	0,374745434694	0,374171888296	1,451049416435	1,352783649551	0,044525485486	0,111822485924	-0,00102509092539549	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	-0,00102509092539549	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	45014,9869170486
46	0,37433920079	0,373802462928	1,449555089492	1,351479942758	0,044525485486	0,111822485924	-0,000866818358190358	-0,000866818358190358	-0,0011833633761853	-0,000550273398403078	-0,000866818358190358	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	45015,0853566551
47	0,373886101383	0,373365927321	1,447872179916	1,349907659498	0,044525485486	0,111822485924	-0,00102509092539549	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	-0,000708545907400548	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	45015,1835771065
48	0,373511052069	0,373036471899	1,446485690496	1,348752019854	0,044525485486	0,111822485924	-0,000866818358190358	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	-0,000866818358190358	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	45015,2818104977
49	0,373090669713	0,372618023533	1,444886414673	1,34726071593	0,044525485486	0,111822485924	-0,000708545907400548	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	-0,000866818358190358	-0,000708545907400548	-0,0011833633761853	-0,000708545907400548	45015,3797689468
50	0,372790235351	0,372306690317	1,443791375749	1,346171481079	0,044525485486	0,111822485924	-0,000866818358190358	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	-0,00102509092539549	-0,000866818358190358	-0,00134163582697511	-0,000550273398403078	45015,4778233102
51	0,372405633295	0,371928257461	1,442335294347	1,344803996638	0,044525485486	0,111822485924	-0,00102509092539549	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	-0,000866818358190358	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	45015,5757045949
52	0,372056638237	0,371588581675	1,441043647426	1,343594250928	0,044525485486	0,111822485924	-0,000708545907400548	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	-0,00102509092539549	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	45015,6735328125
53	0,371705181956	0,371246355299	1,439751169661	1,342368459194	0,044525485486	0,111822485924	-0,00102509092539549	-0,00102509092539549	-0,0011833633761853	-0,000550273398403078	-0,000866818358190358	-0,000866818358190358	-0,00134163582697511	-0,000708545907400548	45015,7712939352
54	0,371376037449	0,370938867997	1,438533943858	1,34129207025	0,044525485486	0,111822485924	-0,000708545907400548	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	-0,000866818358190358	-0,000866818358190358	-0,0011833633761853	-0,000550273398403078	45015,8690844213
55	0,370964291124	0,370542359133	1,436964591238	1,339869251283	0,044525485486	0,111822485924	-0,000866818358190358	-0,000866818358190358	-0,0011833633761853	-0,000550273398403078	-0,000866818358190358	-0,000866818358190358	-0,0011833633761853	-0,000550273398403078	45015,966517338
56	0,370676774259	0,370250457439	1,43589975706	1,338838106339	0,044525485486	0,111822485924	-0,000866818358190358	-0,000708545907400548	-0,0011833633761853	-0,000708545907400548	-0,000866818358190358	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	45016,064000463
57	0,370382786378	0,369971446223	1,43480847845	1,337845437299	0,044525485486	0,111822485924	-0,00102509092539549	-0,00102509092539549	-0,00134163582697511	-0,000708545907400548	-0,00102509092539549	-0,000708545907400548	-0,0011833633761853	-0,000550273398403078	45016,1615289583
58	0,370058596029	0,369662765111	1,433564875354	1,336752800826	0,044525485486	0,111822485924	-0,00102509092539549	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	-0,00102509092539549	-0,00102509092539549	-0,0011833633761853	-0,000550273398403078	45016,2589153009
59	0,369752761555	0,369361755051	1,432422892799	1,335699543872	0,044525485486	0,111822485924	-0,000866818358190358	-0,00102509092539549	-0,00134163582697511	-0,000708545907400548	-0,00102509092539549	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	45016,3562659722
60	0,369457109733	0,369068596814	1,431319397795	1,33468238455	0,044525485486	0,111822485924	-0,000866818358190358	-0,00102509092539549	-0,0011833633761853	-0,000550273398403078	-0,00102509092539549	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	45016,4535877199
61	0,369140169259	0,368775380301	1,430100155451	1,333638787583	0,044525485486	0,111822485924	-0,000866818358190358	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	-0,000866818358190358	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	45016,5506878935
62	0,368922022096	0,36853770535	1,429301593029	1,332772543928	0,044525485486	0,111822485924	-0,000866818358190358	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	-0,000866818358190358	-0,00102509092539549	-0,0011833633761853	-0,000550273398403078	45016,6478310764
63	0,368631157103	0,368265191088	1,428199188048	1,331804246568	0,044525485486	0,111822485924	-0,000866818358190358	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	-0,00102509092539549	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	45016,7449246875
64	0,368338366465	0,3679681293	1,427113772164	1,33073268558	0,044525485486	0,111822485924	-0,00102509092539549	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	-0,000866818358190358	-0,00102509092539549	-0,0011833633761853	-0,000550273398403078	45016,8418745255
65	0,368062722934	0,367686507732	1,426086687766	1,329730052334	0,044525485486	0,111822485924	-0,000866818358190358	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	-0,000708545907400548	-0,000866818358190358	-0,0011833633761853	-0,000550273398403078	45016,9388057292
66	0,367783794614	0,367429520162	1,425048168833	1,328803549367	0,044525485486	0,111822485924	-0,000866818358190358	-0,00102509092539549	-0,0011833633761853	-0,000708545907400548	-0,000866818358190358	-0,00102509092539549	-0,0011833633761853	-0,000550273398403078	45017,0357056597
67	0,367479819403	0,367140213558	1,423902775422	1,327763217686	0,044525485486	0,111822485924	-0,000708545907400548	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	-0,00102509092539549	-0,000866818358190358	-0,0011833633761853	-0,000550273398403078	45017,1324424884
68	0,367237437653	0,366906351245	1,422989437341	1,32695104635	0,044525485486	0,111822485924	-0,0011833633761853	-0,00102509092539549	-0,0011833633761853	-0,000550273398403078	-0,00102509092539549	-0,000866818358190358	-0,0011833633761853	-0,000708545907400548	45017,2291499421
